104.02	20141111	Holger Noack	Offenbarung 19,1-10	Offb 19,1-10	Die Hochzeit	Das Ende Babylons ist der Beginn des Hochzeitsmahls des Lammes. Babylon, das Zentrum der Gottlosigkeit in dieser Welt, ist vernichtet - jetzt beginnt etwas Neues: "Denn der Herr, unser Gott, der Allmächtige, hat das Reich eingenommen" (V. 6)! Gott herrscht und das gibt der Welt ein anderes Gesicht: Nicht mehr der Kampf, sondern das Fest bestimmt diese Welt. Das Gute, Gottes Wille, muss sich nicht mehr durchsetzen, indem es das Böse besiegt. Jetzt wird gefeiert, dass Gott diese Welt mit sich versöhnt hat: "Lasst uns freuen und fröhlich sein und ihm die Ehre geben" (V. 7). Eine Stimmung wie bei einer Hochzeit: freudig, erwartungsvoll, glücklich. Das Lamm, in der Offenbarung der Bevollmächtigte Gottes (Offb 5,6 ff.), durch den Gott auch in den Wirren der Endzeit die Macht behalten hat, verbindet sich mit der Braut, der Gemeinde Jesu Christi (Offb 21,1.9). Gott ist nicht fern, sondern mitten unter uns. Wir gehören zu ihm, wie Braut und Bräutigam zueinander gehören. Es ist eine Ehre, zu diesem Hochzeitsmahl eingeladen zu sein: "Selig sind, die zum Hochzeitsmahl des Lammes berufen sind" (V. 9). Eingeladen ist jeder, der Gott vertraut und der Gott die Ehre gibt, die ihm zusteht.				
104.02	20141112	Holger Noack	Offenbarung 19,11-21	Offb 19,11-21	Der Anführer	Die Entscheidungsschlacht naht: Das Tier, der Repräsentant der widergöttlichen Mächte, und seine königlichen Parteigänger haben gegen Gott und die Seinen mobilgemacht (V. 19). Angeführt wird das Heer Gottes von einem Kämpfer auf einem weißen Pferd (V. 11.19). Wer ist das, der sich der geballten Macht des Bösen entgegenstellt? Er trägt vier Namen, die ihn charakterisieren. Sein erster Name: "Treu und wahrhaftig" (V. 11), denn er wird die Aufgabe, die Gott ihm übertragen hat, sorgfältig und gewissenhaft erfüllen. Er steht in Gottes Diensten und vollstreckt den Willen Gottes. Seinen zweiten Namen kennt er nur selbst (V. 12), denn er ist unabhängig von anderen, nicht manipulierbar, unbestechlich. Keiner kennt diesen Teil seiner Persönlichkeit. Nur er selbst. Er ist frei. Sein dritter Name ist: "Das Wort Gottes" (V. 13). Er ist Gottes Wort und Wille in Person. Was Gott sagt, das führt er aus. Sein Wirken ist Gottes Botschaft an diese Welt: Das Böse wird besiegt - Gott wird herrschen! Deshalb sein vierter Name: "König aller Könige und Herr aller Herren" (V. 16). Die Macht Gottes in dieser Welt ist in ihm präsent. Im Namen Gottes wird er herrschen und seine Macht hat keine Grenzen.				
104.02	20141113	Holger Noack	Offenbarung 20,1-10	Offb 20,1-10	Die Entscheidung	Noch einmal steht das Böse auf und spielt seine Macht über die Herzen der Menschen aus (V. 7). Noch einmal gelingt es dem Teufel, die Menschen zu verführen und gegen Gott aufzuhetzen. Er bringt es fertig, "das Heerlager der Heiligen und die geliebte Stadt", Jerusalem, zu umzingeln und zu bedrohen (V. 9). Als hätten die Menschen nicht zuvor andere Erfahrungen mit Gott gemacht: tausend Jahre war der "Drache, die alte Schlange, das ist der Teufel und der Satan" (V. 2) von der Erde verbannt. Die Menschen waren frei von allen Einflüsterungen der Gottlosigkeit. Das Leben konnte sich entfalten. Gerechtigkeit herrschte. Diejenigen, die um ihres Glaubens willen verfolgt und getötet worden waren, wurden von Gott rehabilitiert (V. 4). Eine Welt, in der die Menschen die Abwesenheit des zerstörerischen Bösen und zugleich den Segen Gottes erfahren haben. Aber kaum ist der Teufel frei, gewinnt er wieder an Macht über die Menschen. Deshalb greift Gott selbst ein. Feuer, das vom Himmel fällt, ist ein Bild für die vernichtende Macht Gottes über das Böse. So wie Feuer alles, was brennt, verzehrt, so wird Gott auch das Böse endgültig beseitigen. Gott vernichtet, was das Leben vernichten will, den Teufel (V. 10) und den Tod (V. 15). Das Leben bleibt!				
104.02	20141114	Holger Noack	Offenbarung 20,11-15	Offb 20,11-15	Das Gericht	Vom Ende wird recht nüchtern berichtet: Akten werden geöffnet (V. 12a), die Zugangsberechtigung zu Gott wird geprüft (V. 12b), ein Urteil wird gesprochen (V. 13) und anschließend vollstreckt (V. 14 f.). Das Gericht am Ende der Zeiten dient nicht der Rache für das Unrecht, das die gottlosen Mächte über die Welt verbreitet haben, sondern dient der Gerechtigkeit: Gott stellt die äußere wie die innere Ordnung der Welt wieder her. Die Welt ist aus den Fugen geraten, je mehr die Gottlosigkeit überhandnahm. Je mehr die Menschen sich von Gott abwandten, desto mehr verfielen sie der Gier nach Leben, der Maßlosigkeit, schließlich der Gewalt gegeneinander. Der Tod richtete sein "Reich" in dieser Welt auf: die Macht des Todes, die alles in dieser Welt in Mitleidenschaft zieht und es letztlich zerstört. Deswegen ist Gottes Gericht am Ende der Zeiten ein Gericht über den Tod und sein Reich. Dessen Macht muss gebrochen werden, damit das Leben bleibt. Und darum fällt Gott das Todesurteil - über den Tod (V. 14). Der letzte und stärkste Feind des Lebens ist besiegt und gerichtet. Gottes Gerechtigkeit hat gesiegt - und mit ihr das Leben.				
104.02	20141115	Holger Noack	Offenbarung 21,1-8	Offb 21,1-8	Die neue Stadt	Beeindruckend. Ehrfurcht gebietend. Strahlend schön. Johannes ist fasziniert von der Stadt, die aus dem Himmel herabkommt. Das neue Jerusalem ist ein Ort der Sicherheit, des Friedens und des Lebens. Sicherheit, denn "das Meer ist nicht mehr" (V. 1). In der Bildsprache der Bibel ist das Meer der Einfallsort des zerstörerischen Chaos in die Schöpfung. Dieses Einfallstor ist beseitigt. Die Schöpfung wird nicht mehr zerstört werden können. Frieden, denn "Gott wird abwischen alle Tränen von ihren Augen" (V. 4). Eine sanfte, zärtliche Geste. Die Vergänglichkeit, die unser irdisches Leben selbstverständlich und unerbittlich prägt, ist von Gott weggewischt. Der Tod hat keinen Raum in der ewigen Stadt Gottes. Leben, denn Gott spricht: "Ich will dem Durstigen geben von der Quelle des lebendigen Wassers umsonst" (V. 6). Leben für alle. Umsonst. Wie Wasser aus einer frischen, unerschöpflichen Quelle. Niemand, der in dieser Stadt wohnt, ist vom Leben abgeschnitten. Und im Zentrum dieser heiligen Stadt thront Gott. Er ist der Mittelpunkt. "Siehe, ich mache alles neu!" (V. 5) ist der Leitsatz seiner Herrschaft. Nicht das Alte, Vergängliche, sondern das Neue, Ewige bestimmt das neue Jerusalem.				
35	20141116	Thomas Käßner	Psalm 50	Ps 50	Ein Gottesdienst, der ankommt	Der Gottesdienst ist zum Problemfall geworden. Es gibt Streit darüber, wie ein richtiger Gottesdienst aussehen muss. Singt man aus dem Liederbuch oder soll es eine Powerpointpräsentation sein? Ist die Predigt eher ein Referat über Lebensfragen oder wird ein Bibeltext ausgelegt? Spielt die Band oder werden je nach Tradition Orgel, Klavier oder Harmonium bevorzugt? Mit Psalm 50 mischt sich Gott in diese Debatte ein - ungefragt, wie sich aus den Zeilen entnehmen lässt. Denn in Vers 5 muss er seine Gemeinde erst mal zu sich rufen. Da möchte man fragen, wo sie denn bis jetzt waren. Die Antwort ist erschütternd. Sie waren im Gottesdienst - und doch nur bei sich selbst. Mit Opfern haben sie nicht gespart, um Gottes Gunst zu erkaufen. Doch Gott ist auf solche Geschenke nicht angewiesen. Als Schöpfer der Welt kennt er keinen Mangel. Auch lässt er sich nicht bestechen und übersieht nicht, dass im Alltag seine Gebote mit Füßen getreten werden. Was gehört denn nun zwingend zu einem guten Gottesdienst? Gott für seine Güte zu danken und ihn für seine Gaben zu preisen, ihm die Not zu klagen und zu halten, was man ihm versprochen hat. Das sind Inhalte eines Gottesdienstes, die bei Gott ankommen. Wenn das klar ist, sollte man sich über Stilfragen einigen können.	Wir müssen alle offenbar werden vor dem Richterstuhl Christi.	2. Korinther 5,10		
104.03	20141117	Thomas Käßner	Offenbarung 21,9-14	Offb 21,9-14	Be-gründete Hoffnung	Als ich Kind war, sollten wir im Zeichenunterricht malen, wie wir uns die Zukunft vorstellen. Damals war der Glaube an den technischen Fortschritt noch ungetrübt. Und so malten wir unter anderem riesige Hochhäuser, wo auf dem Dach jeder einen Parkplatz für seinen eigenen Hubschrauber hatte. Die Menschen waren glücklich und jung, denn gegen jede Krankheit und sogar gegen das Altern gab es ein Mittel. Heute ist von diesen Illusionen nichts geblieben. Warum aber sollten die Zukunftsaussichten der Offenbarung glaubhafter sein? Was spricht dafür, dass es wirklich eine Zeit geben wird, in der Gemeinde und Jesus wie ein verliebtes Brautpaar in ungetrübter Freude zusammenleben werden? Diese Hoffnung ist be-gründet, denn sie hat Grund und Fundament im Zeugnis der Apostel, die Jesus gesehen und gehört haben. Diese Hoffnung ist sicher, weil sie abgesichert ist durch die zwölf Stammväter Israels, die Gott zu seinem Volk erwählt hat. Die Zeugnisse der Apostel finden wir im Neuen Testament, die Lebenserfahrungen der zweiten Gruppe im Alten Testament. Letzten Endes ist also Gottes Wort der Garant der Zukunft und nicht die Sehnsüchte und Illusionen von Menschen. Deshalb ist diese Hoffnung begründet.				
104.03	20141118	Thomas Käßner	Offenbarung 21,15-21	Offb 21,15-21	Glänzende Aussichten	Wie stellen sich Menschen den Himmel vor? Manche meinen, wir würden dann als Engel auf einer Wolke sitzen, eine Harfe in der Hand halten und ewig Halleluja singen. Mal ehrlich, wer möchte da schon in den Himmel? Was Johannes über die Welt Gottes zu sagen hat, übertrifft jegliche Vorstellungskraft. Vor unserem Auge entsteht eine Stadt von 2.200 Kilometern Länge, Breite und Höhe. Dagegen ist jede unserer Großstädte ein jämmerlicher Marktflecken. Selbst der größte Berg unserer Erde verschwindet darin mehr als 240 Mal. Der Kubus (Würfel) galt in der Antike als der perfekte Raum. Und genau das will Johannes uns damit sagen: Gottes Welt wird ein perfekter und unvorstellbar großer Raum sein. Mehr noch, er wird auch unvorstellbar herrlich sein. Das zeigen die unterschiedlichen Edelsteine, aus denen die Wände bestehen. Der Liederdichter Paul Gerhardt hatte unseren Bibeltext vor Augen, als er 1653 dichtete: "Ach, denk ich, bist du hier so schön und lässt du's uns so lieblich gehn auf dieser armen Erden: was will doch wohl nach dieser Welt dort in dem reichen Himmelszelt und güldnen Schlosse werden?" Soviel steht fest: Gottes neue Welt wird nicht langweiliger sein als die, in der wir jetzt leben!				
104.03	20141119	Thomas Käßner	Offenbarung 21,22-27	Offb 21,22-27	Der entscheidende Unterschied	An Versuchen, unsere Welt besser zu machen, hat es in der Geschichte wahrlich nicht gefehlt. Mit Bildung versuchten es die Aufklärer. Die Kommunisten setzten auf Klasse (Arbeiter und Bauern), die Nationalsozialisten auf Rasse (der deutsche Herrenmensch). Besser ist die Welt aber nicht geworden. Im Gegenteil! Wie viel Leid und Elend haben insbesondere die beiden Diktaturen des letzten Jahrhunderts über die Menschheit gebracht? Was ist dabei falsch gelaufen? Gott blieb in ihrem Denken außen vor. Deshalb mussten alle diese Versuche scheitern. In der neuen Welt Gottes wird Gott alles in allem sein. Deshalb gibt es keinen Tempel mehr. Gott "wohnt" nicht nur in einer Nische, sondern erfüllt alles. Das ist das Entscheidende an der Ewigkeit. Dass es eine unvorstellbar heile Welt geben wird, mit viel Licht und ohne Schatten, funktioniert nur, weil Gottes Ehre alles bestimmt und kein Mensch sie ihm mehr streitig macht. Der heutige Buß-und Bettag ist auch für Christen Anlass, Gott um Vergebung zu bitten, wo wir seine Ehre durch unser Leben mit Füßen getreten haben. Wo Gott die Ehre gegeben wird, beginnt heute schon ein Stück Himmel.				
104.03	20141120	Thomas Käßner	Offenbarung 22,1-5	Offb 22,1-5	Eine Neuauflage des Paradieses	Das Paradies auf Erden haben Menschen nicht bauen können. Die Sehnsucht danach aber ist geblieben. In Wortschöpfungen wie Paradiescreme oder Urlaubsparadies drückt sie sich aus. Gott erfüllt die Sehnsucht seiner Menschen. In der Ewigkeit schafft er eine zweite Auflage des Paradieses. Im ersten Paradies gab es zwei Ströme - im zweiten gibt es nur einen. Der geht vom Thron Gottes aus und ist ein nie versiegender Lebensstrom. Im ersten Paradies brachte die verbotene Frucht den Tod. Im zweiten Paradies bringen die Blätter der Bäume Heilung. Alles Vergängliche, alles Sterben ist überwunden. Im ersten Paradies sorgte der Mond für Beleuchtung in der Nacht. Im zweiten Paradies gibt es keine Nacht. Symbolisch steht die Nacht für alles Böse - es wird nicht mehr sein. Adam und Eva mussten als Strafe Gottes das erste Paradies verlassen. Im zweiten wird es nichts Verfluchtes mehr geben. Das Entscheidende aber ist, dass Gottes und des Lammes Thron in der Stadt sein werden, und die erlösten Menschen werden ihnen dienen, statt zu rebellieren wie im ersten Paradies. Jahrtausende mit schuldbeladener Menschheitsgeschichte können nicht verhindern, dass Gottes ursprünglicher Wille Gestalt gewinnt - Gott und Menschen in vollkommener Harmonie vereint!				
104.03	20141121	Thomas Käßner	Offenbarung 22,6-15	Offb 22,6-15	Kleider machen Leute	Wenn ich als Prediger auf die Kanzel steige, trage ich in der Regel einen Anzug. Wenn ich Sport treibe, trage ich die passende Sportbekleidung. Ort und Anlass bestimmen, welche Kleidung ich aus dem Schrank hole. Welcher Bekleidungsstil ist nun in Gottes neuer Welt angesagt? Das gewaschene Kleid, sagt Johannes. Gewaschen sind diese Kleider im Blut Christi (Offb 7,14). Das scheint absurd, denn Blut macht eigentlich nicht sauber - ganz im Gegenteil. Aber diese Aussage muss nicht logisch, sondern theo-logisch verstanden werden. Gott vergibt unsere Schuld, weil Jesus sie ans Kreuz getragen hat. Damit wird unsere Vergangenheit bereinigt. Nur so gibt es ein Lebensrecht in Gottes Ewigkeit. Wer das ablehnt, hat kein Bleiberecht in Gottes neuer Welt (V. 15). Weil Jesus bald wiederkommt (V. 7), bleibt nicht viel Zeit, die richtige Entscheidung für oder gegen das gewaschene Kleid zu treffen. Deshalb soll Johannes seine Einsichten nicht versiegeln (V. 10). Klar und deutlich sollen alle wissen, dass noch eine kurze Zeit bleibt, die alte, von der Sünde ruinierte Bekleidung gegen die neue Kollektion aus Gottes Herstellung zu tauschen.				
